# M6 W5 T8.4 -- THE TOP-LEVEL INTERIOR-POINT LEG's BASELINE (--engine interior).
# A DECLARED RE-DERIVATION of T8.2's file (CLAUDE.md section 7), not a silent
# edit. Two things moved, and both were declared before the run:
#
#  1. THE `status` COLUMN'S VOCABULARY. hven::ConvergenceFlags is gone (T8.4);
#     both engines report hven::solvers::SolveStatus, whose display names are
#     lower snake. The pairs, all 37 of T8.2's rows accounted for:
#         CONVERGED    -> optimal     (33 rows)
#         NOTCONVERGED -> max_iter    (2 rows, both stop_reason=iteration_cap)
#         NOTCONVERGED -> stalled     (1 row, stop_reason=stage_stalled)
#         NOTCONVERGED -> stalled     (1 row, stop_reason=
#                                      restoration_locally_infeasible)
#     THE LAST TWO ROWS ARE NOW IDENTICAL IN `status` AND ARE TOLD APART BY
#     `stop_reason` ALONE. The old vocabulary could not express the distinction
#     either -- both read NOTCONVERGED -- but it also could not express the
#     cap, so the column carried less. The column T8.2 added is LOAD-BEARING in
#     this artifact from here on, not merely informative.
#     compare_replay.py between T8.2's file and this capture, with column 6
#     (`status`) CUT from both and this artifact's new columns cut, reported
#     `cells compared: 37  columns compared: 18  differences: 0`: outside the
#     renamed column, T8.2's 37 rows did not move at all.
#
#  2. THE SCHEMA GAINS ELEVEN COLUMNS and the artifact gains TWO ROWS.
#     The columns, in three groups:
#       phase_count, phases_ran, phases -- the per-phase account. `phases` packs
#         the whole sequence into one column (`kSolve:optimal:5|kOptimize:
#         optimal:7`, with `:skipped` in place of a conditional phase that did
#         not run) so the schema does not grow with the longest sequence the leg
#         ever runs. T8.4 made the phase sequence an option and the verdict
#         per-phase; this is what a reader checks that against.
#       x_size, lambda_e_size, lambda_i_size, z_size -- the DECLARED widths of
#         the four returned blocks. Integers, so no tolerance applies. They are
#         here because T8.4 moved those blocks into declared space and width,
#         and a schema reporting only their contents could not show a width
#         regression at all.
#       stationarity, feasibility_e, feasibility_i, complementarity -- the four
#         SHARED diagnostics, over the DECLARED problem in CALLER units, by the
#         one definition both engines feed. NOT kkt_inf/barr_inf/econ_inf/
#         icon_inf beside them, which stay the ENGINE's own measurements in the
#         engine's own space.
#     The two rows are the `/solve_optimize` variant -- the {kSolve, kOptimize}
#     sequence the removed solve_optimize() entry ran -- on one F7 cell and on
#     HS071. Both phases run there (the second phase of that sequence is
#     unconditional; only a kSolve AFTER a kOptimize is conditional), so the
#     packed column shows two phases with their own statuses and counts summing
#     to the row's iter_num.
#
# WHAT THE FIXED-VARIABLE CELL'S THREE ROWS NOW PROVE. hs071_x1_fixed is one
# declared problem under three treatments that do genuinely different things to
# the fixed coordinate: MakeParameter ELIMINATES it (its stationarity coordinate
# is excluded from the inf-norm, because the reduced gradient has no row there),
# MakeConstraint KEEPS it with an internal fixing row whose multiplier becomes
# the declared bound price as z = -lambda_fix, and RelaxBounds keeps it as a
# two-sided variable with its bounds pushed apart. The four shared diagnostics
# agree across all three to 1e-7 -- pinned by
# CorpusCells.TheThreeTreatmentsAgreeOnTheDeclaredDiagnostics -- which is the
# live proof of design section 2.3's fixed-coordinate rule, and the only one
# taken on a real solve rather than on hand-written quantities.
#
# The corpus's `ipm` arm is the SQP driver's interior-point QP tier; this
# artifact is the InteriorPointSolver loop itself, over the ten U0 cells that
# can be stated as an NLPProblem plus the fixed-variable cell hs071_x1_fixed,
# under all three fixed-variable treatments (three rows per cell, 33 rows),
# PLUS four abnormal-exit rows (two iteration caps, one stalled feasibility
# stage, one restoration that converged to a locally infeasible point) and the
# two multi-phase rows above. Those six run under MakeParameter only -- neither
# an exit nor a phase sequence is a treatment question -- and the two infeasible
# ones run on synthetic cells, because no feasible cell reaches either exit by
# lever.
# The seventeen U0 cells that are not dual-bindable are refused BY NAME with
# their reason in the `# refused:` lines below; none is silently dropped.
# COLUMN 0 IS `<cell_id>/<fixed_treatment>`, plus `/<variant>` on a non-base
# row, unique per row, because the replay comparator keys on column 0 and keeps
# only the last duplicate; the plain treatment is the `fixed_treatment` column
# and each variant's levers are stamped in a `# variant:` line below, so a row
# is reproducible from this file alone.
# CAPTURED SOLO, one process alone on the machine, taskset -c 2,
# MKL_NUM_THREADS=1, OMP_NUM_THREADS=1, and -- recorded in the `# levers:` lines
# below -- partitions=1 and qp_threads=1 set by the leg itself, because
# NLPSolver's own defaults are functions of the box's core count and the backend
# one is a thread-local MKL override that MKL_NUM_THREADS does not reach.
# CAPTURED TWICE; compare_replay.py between the two reported `cells compared: 39
# columns compared: 30  differences: 0` before this file was committed.
# Machine: AMD Ryzen 7 5800X3D, Fedora 44, clang 22.1.8, MKL from
# /opt/intel/oneapi/mkl/latest, Release, the uniform flag regime.
# Wall_s is INFORMATIONAL and is the one column the comparator excludes.
# THE `# binary:` STAMP READS `-dirty` BY CONSTRUCTION, as T8.1's and T8.2's
# did: the leg growth and this artifact are one commit, so the rows were
# produced from the working tree with the change applied and not yet committed.
# The rows below are capture 4 of the two, verbatim.
# hven_sqp_corpus provenance -- ENGINE interior (top-level interior-point driver)
# binary: 9cebbbe06129-dirty
# schema: 31
# invocation: /home/ghecht/Projects/hven/build/bench/hven_sqp_corpus --engine interior --cells f7_n1000_bound_neutral,f7_n1000_bound_physics,f7_n1000_bound_corrupted,f7_n1000_bound_activity,f7_n1000_bound_warm,f7_n2000_bound_neutral,f7_n2000_bound_physics,f7_n2000_bound_corrupted,f7_n2000_bound_activity,f7_n2000_bound_warm,f7_n5000_bound_neutral,f7_n5000_bound_physics,f7_n5000_bound_corrupted,f7_n5000_bound_activity,f7_n5000_bound_warm,f7_n10000_bound_neutral,f7_n10000_bound_physics,f7_n10000_bound_corrupted,f7_n10000_bound_activity,f7_n10000_bound_warm,f7_n20000_bound_neutral,f7_n20000_bound_physics,f7_n20000_bound_corrupted,f7_n20000_bound_activity,f7_n20000_bound_warm,f7_n1000_path_warm,f7_n800_path_warm --csv /home/ghecht/Projects/hven/.scratch/w5t84/captures/capture4.csv
# MKL_NUM_THREADS: 1
# OMP_NUM_THREADS: 1
# host: fedora
# generated: 2026-09-08T19:15:14Z
# levers: max_iters=200 print_level=10 partitions=1 qp_threads=1
# levers: kkt_tol=1.000000000e-08 econ_tol=1.000000000e-08 icon_tol=1.000000000e-08 barr_tol=1.000000000e-08
# levers: bound_relax_factor=1.000000000e-08
# treatments: MakeParameter,MakeConstraint,RelaxBounds -- one row each, per cell
# key: column 0 is <cell_id>/<fixed_treatment>, plus /<variant> on a non-base row
# variant: base entry=optimize max_iters=<levers> restoration=off max_feas_rest=<unused> con_tol=<levers> acc_tols=<default>/<default>/<default> div_tol=<default>
# variant: cap1 entry=optimize max_iters=1 restoration=off max_feas_rest=<unused> con_tol=<levers> acc_tols=<default>/<default>/<default> div_tol=<default>
# variant: stalled entry=solve max_iters=600 restoration=l1_nested max_feas_rest=1 con_tol=2.000000000e-02 acc_tols=1.000000000e-06/2.000000000e-01/1.000000000e-06 div_tol=1.000000000e+300
# variant: resto_infeasible entry=optimize max_iters=200 restoration=l1_nested max_feas_rest=1 con_tol=<levers> acc_tols=<default>/<default>/<default> div_tol=<default>
# variant: solve_optimize entry=solve_optimize max_iters=<levers> restoration=off max_feas_rest=<unused> con_tol=<levers> acc_tols=<default>/<default>/<default> div_tol=<default>
# abnormal-exit rows run under MakeParameter only, unconditionally (they do not vary with --cells), on the cells named in their keys
# refused: f7_n1000_bound_corrupted -- start is a damaged SQP WarmStart from a prior solve at p0; the interior-point engine accepts no such value, so leg (a) cannot run from this cell's own start
# refused: f7_n1000_bound_activity -- start is a SYNTHESIZED interior-point iterate pushed through from_interior_point; superseded here by legs (c)/(d), which measure the same hand-off with a real interior-point export
# refused: f7_n1000_bound_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n2000_bound_corrupted -- start is a damaged SQP WarmStart from a prior solve at p0; the interior-point engine accepts no such value, so leg (a) cannot run from this cell's own start
# refused: f7_n2000_bound_activity -- start is a SYNTHESIZED interior-point iterate pushed through from_interior_point; superseded here by legs (c)/(d), which measure the same hand-off with a real interior-point export
# refused: f7_n2000_bound_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n5000_bound_corrupted -- start is a damaged SQP WarmStart from a prior solve at p0; the interior-point engine accepts no such value, so leg (a) cannot run from this cell's own start
# refused: f7_n5000_bound_activity -- start is a SYNTHESIZED interior-point iterate pushed through from_interior_point; superseded here by legs (c)/(d), which measure the same hand-off with a real interior-point export
# refused: f7_n5000_bound_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n10000_bound_corrupted -- start is a damaged SQP WarmStart from a prior solve at p0; the interior-point engine accepts no such value, so leg (a) cannot run from this cell's own start
# refused: f7_n10000_bound_activity -- start is a SYNTHESIZED interior-point iterate pushed through from_interior_point; superseded here by legs (c)/(d), which measure the same hand-off with a real interior-point export
# refused: f7_n10000_bound_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n20000_bound_corrupted -- start is a damaged SQP WarmStart from a prior solve at p0; the interior-point engine accepts no such value, so leg (a) cannot run from this cell's own start
# refused: f7_n20000_bound_activity -- start is a SYNTHESIZED interior-point iterate pushed through from_interior_point; superseded here by legs (c)/(d), which measure the same hand-off with a real interior-point export
# refused: f7_n20000_bound_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n1000_path_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
# refused: f7_n800_path_warm -- start is an SQP WarmStart carried from a prior solve at p0 (hot handle and activity encoding, no interior-point counterpart), so leg (a) cannot run from this cell's own start
cell_id,family,n_nodes,window,taxonomy,status,iter_num,obj_val,kkt_inf,barr_inf,econ_inf,icon_inf,factorizations,solves,analyses,soc_steps,watchdog_activations,fixed_treatment,stop_reason,phase_count,phases_ran,phases,x_size,lambda_e_size,lambda_i_size,z_size,stationarity,feasibility_e,feasibility_i,complementarity,wall_s
f7_n1000_bound_neutral/MakeParameter,F7,1000,bound,neutral,optimal,7,-4.075173558e-01,4.165961184e-09,6.604566508e-10,1.123981747e-16,0.000000000e+00,7,7,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:7,5000,3000,1000,5000,4.165961184e-09,1.123981747e-16,0.000000000e+00,6.604566508e-10,0.346963733
f7_n1000_bound_neutral/MakeConstraint,F7,1000,bound,neutral,optimal,7,-4.075173558e-01,4.165961184e-09,6.604566508e-10,1.123981747e-16,0.000000000e+00,7,7,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:7,5000,3000,1000,5000,4.165961184e-09,1.123981747e-16,0.000000000e+00,6.604566508e-10,0.040813925
f7_n1000_bound_neutral/RelaxBounds,F7,1000,bound,neutral,optimal,7,-4.075173558e-01,4.165961184e-09,6.604566508e-10,1.123981747e-16,0.000000000e+00,7,7,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:7,5000,3000,1000,5000,4.165961184e-09,1.123981747e-16,0.000000000e+00,6.604566508e-10,0.040717566
f7_n1000_bound_physics/MakeParameter,F7,1000,bound,physics,optimal,5,-4.075173558e-01,2.380795236e-10,3.669294146e-11,1.081291806e-16,0.000000000e+00,5,5,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:5,5000,3000,1000,5000,2.380795236e-10,1.081291806e-16,0.000000000e+00,3.669294146e-11,0.032631744
f7_n1000_bound_physics/MakeConstraint,F7,1000,bound,physics,optimal,5,-4.075173558e-01,2.380795236e-10,3.669294146e-11,1.081291806e-16,0.000000000e+00,5,5,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:5,5000,3000,1000,5000,2.380795236e-10,1.081291806e-16,0.000000000e+00,3.669294146e-11,0.032746324
f7_n1000_bound_physics/RelaxBounds,F7,1000,bound,physics,optimal,5,-4.075173558e-01,2.380795236e-10,3.669294146e-11,1.081291806e-16,0.000000000e+00,5,5,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:5,5000,3000,1000,5000,2.380795236e-10,1.081291806e-16,0.000000000e+00,3.669294146e-11,0.032690823
f7_n2000_bound_neutral/MakeParameter,F7,2000,bound,neutral,optimal,8,-4.066533233e-01,2.634105959e-10,4.050917722e-11,1.099325702e-16,0.000000000e+00,8,8,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:8,10000,6000,2000,10000,2.634105959e-10,1.099325702e-16,0.000000000e+00,4.050917722e-11,0.096595778
f7_n2000_bound_neutral/MakeConstraint,F7,2000,bound,neutral,optimal,8,-4.066533233e-01,2.634105959e-10,4.050917722e-11,1.099325702e-16,0.000000000e+00,8,8,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:8,10000,6000,2000,10000,2.634105959e-10,1.099325702e-16,0.000000000e+00,4.050917722e-11,0.092777397
f7_n2000_bound_neutral/RelaxBounds,F7,2000,bound,neutral,optimal,8,-4.066533233e-01,2.634105959e-10,4.050917722e-11,1.099325702e-16,0.000000000e+00,8,8,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:8,10000,6000,2000,10000,2.634105959e-10,1.099325702e-16,0.000000000e+00,4.050917722e-11,0.094241050
f7_n2000_bound_physics/MakeParameter,F7,2000,bound,physics,optimal,5,-4.066533233e-01,2.433700878e-10,3.733486557e-11,1.168101089e-16,0.000000000e+00,5,5,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:5,10000,6000,2000,10000,2.433700878e-10,1.168101089e-16,0.000000000e+00,3.733486557e-11,0.068610433
f7_n2000_bound_physics/MakeConstraint,F7,2000,bound,physics,optimal,5,-4.066533233e-01,2.433700878e-10,3.733486557e-11,1.168101089e-16,0.000000000e+00,5,5,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:5,10000,6000,2000,10000,2.433700878e-10,1.168101089e-16,0.000000000e+00,3.733486557e-11,0.068583942
f7_n2000_bound_physics/RelaxBounds,F7,2000,bound,physics,optimal,5,-4.066533233e-01,2.433700878e-10,3.733486557e-11,1.168101089e-16,0.000000000e+00,5,5,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:5,10000,6000,2000,10000,2.433700878e-10,1.168101089e-16,0.000000000e+00,3.733486557e-11,0.068672052
f7_n5000_bound_neutral/MakeParameter,F7,5000,bound,neutral,optimal,8,-4.061354861e-01,6.437793963e-09,1.984376401e-09,2.807674350e-15,0.000000000e+00,8,8,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:8,25000,15000,5000,25000,6.437793963e-09,2.807674350e-15,0.000000000e+00,1.984376401e-09,0.247605398
f7_n5000_bound_neutral/MakeConstraint,F7,5000,bound,neutral,optimal,8,-4.061354861e-01,6.437793963e-09,1.984376401e-09,2.807674350e-15,0.000000000e+00,8,8,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:8,25000,15000,5000,25000,6.437793963e-09,2.807674350e-15,0.000000000e+00,1.984376401e-09,0.239684706
f7_n5000_bound_neutral/RelaxBounds,F7,5000,bound,neutral,optimal,8,-4.061354861e-01,6.437793963e-09,1.984376401e-09,2.807674350e-15,0.000000000e+00,8,8,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:8,25000,15000,5000,25000,6.437793963e-09,2.807674350e-15,0.000000000e+00,1.984376401e-09,0.239370846
f7_n5000_bound_physics/MakeParameter,F7,5000,bound,physics,optimal,5,-4.061354862e-01,2.466487686e-10,3.783082487e-11,1.096120960e-16,0.000000000e+00,5,5,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:5,25000,15000,5000,25000,2.466487686e-10,1.096120960e-16,0.000000000e+00,3.783082487e-11,0.177092464
f7_n5000_bound_physics/MakeConstraint,F7,5000,bound,physics,optimal,5,-4.061354862e-01,2.466487686e-10,3.783082487e-11,1.096120960e-16,0.000000000e+00,5,5,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:5,25000,15000,5000,25000,2.466487686e-10,1.096120960e-16,0.000000000e+00,3.783082487e-11,0.178876446
f7_n5000_bound_physics/RelaxBounds,F7,5000,bound,physics,optimal,5,-4.061354862e-01,2.466487686e-10,3.783082487e-11,1.096120960e-16,0.000000000e+00,5,5,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:5,25000,15000,5000,25000,2.466487686e-10,1.096120960e-16,0.000000000e+00,3.783082487e-11,0.177155664
f7_n10000_bound_neutral/MakeParameter,F7,10000,bound,neutral,optimal,9,-4.059629708e-01,4.384091675e-10,6.954131848e-11,6.138253342e-16,0.000000000e+00,9,9,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:9,50000,30000,10000,50000,4.384091675e-10,6.138253342e-16,0.000000000e+00,6.954131848e-11,0.553566787
f7_n10000_bound_neutral/MakeConstraint,F7,10000,bound,neutral,optimal,9,-4.059629708e-01,4.384091675e-10,6.954131848e-11,6.138253342e-16,0.000000000e+00,9,9,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:9,50000,30000,10000,50000,4.384091675e-10,6.138253342e-16,0.000000000e+00,6.954131848e-11,0.536005651
f7_n10000_bound_neutral/RelaxBounds,F7,10000,bound,neutral,optimal,9,-4.059629708e-01,4.384091675e-10,6.954131848e-11,6.138253342e-16,0.000000000e+00,9,9,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:9,50000,30000,10000,50000,4.384091675e-10,6.138253342e-16,0.000000000e+00,6.954131848e-11,0.531511641
f7_n10000_bound_physics/MakeParameter,F7,10000,bound,physics,optimal,5,-4.059629708e-01,2.479467811e-10,3.801460695e-11,1.103828678e-16,0.000000000e+00,5,5,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:5,50000,30000,10000,50000,2.479467811e-10,1.103828678e-16,0.000000000e+00,3.801460695e-11,0.366981297
f7_n10000_bound_physics/MakeConstraint,F7,10000,bound,physics,optimal,5,-4.059629708e-01,2.479467811e-10,3.801460695e-11,1.103828678e-16,0.000000000e+00,5,5,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:5,50000,30000,10000,50000,2.479467811e-10,1.103828678e-16,0.000000000e+00,3.801460695e-11,0.371276577
f7_n10000_bound_physics/RelaxBounds,F7,10000,bound,physics,optimal,5,-4.059629708e-01,2.479467811e-10,3.801460695e-11,1.103828678e-16,0.000000000e+00,5,5,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:5,50000,30000,10000,50000,2.479467811e-10,1.103828678e-16,0.000000000e+00,3.801460695e-11,0.371687885
f7_n20000_bound_neutral/MakeParameter,F7,20000,bound,neutral,optimal,9,-4.058767313e-01,5.551597096e-10,9.900664080e-11,3.404097007e-15,0.000000000e+00,9,9,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:9,100000,60000,20000,100000,5.551597096e-10,3.404097007e-15,0.000000000e+00,9.900664080e-11,1.155918260
f7_n20000_bound_neutral/MakeConstraint,F7,20000,bound,neutral,optimal,9,-4.058767313e-01,5.551597096e-10,9.900664080e-11,3.404097007e-15,0.000000000e+00,9,9,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:9,100000,60000,20000,100000,5.551597096e-10,3.404097007e-15,0.000000000e+00,9.900664080e-11,1.119424054
f7_n20000_bound_neutral/RelaxBounds,F7,20000,bound,neutral,optimal,9,-4.058767313e-01,5.551597096e-10,9.900664080e-11,3.404097007e-15,0.000000000e+00,9,9,1,0,0,RelaxBounds,none,1,1,kOptimize:optimal:9,100000,60000,20000,100000,5.551597096e-10,3.404097007e-15,0.000000000e+00,9.900664080e-11,1.119191555
f7_n20000_bound_physics/MakeParameter,F7,20000,bound,physics,optimal,5,-4.058767313e-01,2.481461924e-10,3.803510500e-11,1.104631635e-16,0.000000000e+00,5,5,1,0,0,MakeParameter,none,1,1,kOptimize:optimal:5,100000,60000,20000,100000,2.481461924e-10,1.104631635e-16,0.000000000e+00,3.803510500e-11,0.773776395
f7_n20000_bound_physics/MakeConstraint,F7,20000,bound,physics,optimal,5,-4.058767313e-01,2.481461924e-10,3.803510500e-11,1.104631635e-16,0.000000000e+00,5,5,1,0,0,MakeConstraint,none,1,1,kOptimize:optimal:5,100000,60000,20000,100000,2.481461924e-10,1.104631635e-16,0.000000000e+00,3.803510500e-11,0.774114993
